date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:28:52	2638/2638	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:28:51%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fbun-of-flowers%2F	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed0e1e.json	(from san-pham/bun-of-flowers/)
20:28:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jun%202023%2013:28:52%20GMT	?p=252	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/indexa943.html	(from san-pham/bun-of-flowers/)
20:28:54	2737/2737	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:28:52%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fbun-of-flowers%2F&format=xml	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed7f65	(from san-pham/bun-of-flowers/)
20:28:57	46566/46566	---M--	200	added ('OK')	image/jpeg	etag:%22b5e6-5fdea04cf627e%22	wp-content/uploads/2023/06/doancuoiki-84.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-84.jpg	(from san-pham/bun-of-flowers/)
20:29:02	79590/79590	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:28:54%20GMT	danh-muc-san-pham/air-purifying/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/danh-muc-san-pham/air-purifying/index.html	(from san-pham/bun-of-flowers/)
20:29:02	40305/40305	---M--	200	added ('OK')	image/jpeg	etag:%229d71-5fde917d3f2bd%22	wp-content/uploads/2023/06/doancuoiki-22.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-22.jpg	(from san-pham/bun-of-flowers/)
20:29:03	46834/46834	---M--	200	added ('OK')	image/jpeg	etag:%22b6f2-5fde917c3c6b8%22	wp-content/uploads/2023/06/doancuoiki-21-1.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-21-1.jpg	(from san-pham/bun-of-flowers/)
20:29:05	40984/40984	---M--	200	added ('OK')	image/jpeg	etag:%22a018-5fde9179e7ba9%22	wp-content/uploads/2023/06/doancuoiki-19.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-19.jpg	(from san-pham/bun-of-flowers/)
20:29:06	19915/19915	---M--	200	added ('OK')	image/jpeg	etag:%224dcb-5fdeabe8610dd%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.954-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.954-450x450.jpg	(from san-pham/bun-of-flowers/)
20:29:08	40335/40335	---M--	200	added ('OK')	image/jpeg	etag:%229d8f-5fde917b07a1b%22	wp-content/uploads/2023/06/doancuoiki-19-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-19-600x713.jpg	(from san-pham/bun-of-flowers/)
20:29:11	64712/64712	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:05%20GMT	danh-muc-san-pham/ceramic-pots/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/danh-muc-san-pham/ceramic-pots/index.html	(from san-pham/bun-of-flowers/)
20:29:13	46122/46122	---M--	200	added ('OK')	image/jpeg	etag:%22b42a-5fde9ff7fed7e%22	wp-content/uploads/2023/06/doancuoiki-30-1.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-30-1.jpg	(from san-pham/bun-of-flowers/)
20:29:14	79554/79554	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:08%20GMT	tu-khoa-san-pham/trend/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/tu-khoa-san-pham/trend/index.html	(from san-pham/bun-of-flowers/)
20:29:15	34187/34187	---M--	200	added ('OK')	image/jpeg	etag:%22858b-5fdeabed3a985%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317-450x450.jpg	(from san-pham/bun-of-flowers/)
20:29:16	32815/32815	---M--	200	added ('OK')	image/jpeg	etag:%22802f-5fdea01bdb66f%22	wp-content/uploads/2023/06/doancuoiki-52-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-52-450x450.jpg	(from san-pham/bun-of-flowers/)
20:29:23	80149/80149	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:13%20GMT	san-pham/tiger-aloe/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/tiger-aloe/index.html	(from san-pham/bun-of-flowers/)
20:29:26	76756/76756	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:15%20GMT	san-pham/bun-of-flowers/?add-to-cart=225	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/bun-of-flowers/index8ff5.html	(from san-pham/bun-of-flowers/)
20:29:26	76614/76614	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:16%20GMT	san-pham/pine-tree/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/pine-tree/index.html	(from san-pham/bun-of-flowers/)
20:29:26	76930/76930	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:15%20GMT	san-pham/bun-of-flowers/?add-to-cart=245	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/bun-of-flowers/index23a0.html	(from san-pham/bun-of-flowers/)
20:29:29	2863/2863	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:29:26%20GMT	wp-json/wp/v2/product/251	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/wp/v2/product/251.json	(from san-pham/buttercup/)
20:29:29	77042/77042	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:23%20GMT	san-pham/bun-of-flowers/?add-to-cart=207	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/bun-of-flowers/index6f32.html	(from san-pham/bun-of-flowers/)
20:29:33	778/778	---M--	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	san-pham/buttercup/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/buttercup/feed/index.html	(from san-pham/buttercup/)
20:29:33	2632/2632	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:29:29%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fbuttercup%2F	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embedca39.json	(from san-pham/buttercup/)
20:29:34	75488/75488	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:26%20GMT	san-pham/philippine-evergreen/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/philippine-evergreen/index.html	(from san-pham/bun-of-flowers/)
20:29:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jun%202023%2013:29:33%20GMT	?p=251	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/indexd6e1.html	(from san-pham/buttercup/)
20:29:35	76689/76689	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:26%20GMT	san-pham/bun-of-flowers/?add-to-cart=198	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/bun-of-flowers/index6f15.html	(from san-pham/bun-of-flowers/)
20:29:35	2731/2731	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:29:33%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fbuttercup%2F&format=xml	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed4f3e	(from san-pham/buttercup/)
20:29:37	14080/14080	---M--	200	added ('OK')	image/jpeg	etag:%223700-5fde91737c3db%22	wp-content/uploads/2023/06/doancuoiki-12.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-12.jpg	(from san-pham/buttercup/)
20:29:40	38613/38613	---M--	200	added ('OK')	image/jpeg	etag:%2296d5-5fdeabe163543%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.948.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T151623.948.jpg	(from san-pham/buttercup/)
20:29:42	31310/31310	---M--	200	added ('OK')	image/jpeg	etag:%227a4e-5fde9ffdcd5e8%22	wp-content/uploads/2023/06/doancuoiki-34-1-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-34-1-450x450.jpg	(from san-pham/buttercup/)
20:29:43	76244/76244	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:36%20GMT	san-pham/snowdrop/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/snowdrop/index.html	(from san-pham/buttercup/)
20:29:48	75893/75893	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:40%20GMT	san-pham/buttercup/?add-to-cart=247	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/buttercup/indexf314.html	(from san-pham/buttercup/)
20:29:52	49403/49403	---M--	200	added ('OK')	image/jpeg	etag:%22c0fb-5fdea02b1b483%22	wp-content/uploads/2023/06/doancuoiki-63-1-450x450.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-63-1-450x450.jpg	(from san-pham/buttercup/)
20:29:52	75692/75692	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:42%20GMT	san-pham/umbrella-tree/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/umbrella-tree/index.html	(from san-pham/buttercup/)
20:29:53	75983/75983	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:43%20GMT	san-pham/buttercup/?add-to-cart=227	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/buttercup/indexd06d.html	(from san-pham/buttercup/)
20:29:55	2908/2908	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:29:52%20GMT	wp-json/wp/v2/product/282	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/wp/v2/product/282.json	(from san-pham/carnation-sao-chep/)
20:29:55	796/796	---M--	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	san-pham/carnation-sao-chep/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/feed/index.html	(from san-pham/carnation-sao-chep/)
20:29:55	75756/75756	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:48%20GMT	san-pham/mon-tree/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/mon-tree/index.html	(from san-pham/buttercup/)
20:29:57	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jun%202023%2013:29:55%20GMT	?p=282	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/indexa8da.html	(from san-pham/carnation-sao-chep/)
20:29:57	75791/75791	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:29:52%20GMT	san-pham/buttercup/?add-to-cart=242	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/buttercup/index474e.html	(from san-pham/buttercup/)
20:29:57	2632/2632	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:29:55%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fcarnation-sao-chep%2F	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed8b75.json	(from san-pham/carnation-sao-chep/)
20:29:59	2731/2731	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:29:57%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fcarnation-sao-chep%2F&format=xml	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed5502	(from san-pham/carnation-sao-chep/)
20:30:00	31137/31137	---M--	200	added ('OK')	image/jpeg	etag:%2279a1-5fdea5cfe4c5c%22	wp-content/uploads/2023/06/doancuoiki-6-2.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-6-2.jpg	(from san-pham/carnation-sao-chep/)
20:30:03	25984/25984	---M--	200	added ('OK')	image/jpeg	etag:%226580-5fdea5d10118f%22	wp-content/uploads/2023/06/doancuoiki-6-2-600x403.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-6-2-600x403.jpg	(from san-pham/carnation-sao-chep/)
20:30:06	36530/36530	---M--	200	added ('OK')	image/jpeg	etag:%228eb2-5fdeabed6ae8f%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154504.693.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154504.693.jpg	(from san-pham/carnation-sao-chep/)
20:30:06	44304/44304	---M--	200	added ('OK')	image/jpeg	etag:%22ad10-5fdeabeeb58d5%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154505.996.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154505.996.jpg	(from san-pham/carnation-sao-chep/)
20:30:06	45517/45517	---M--	200	added ('OK')	image/jpeg	etag:%22b1cd-5fdeabf00a385%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154505.996-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154505.996-600x713.jpg	(from san-pham/carnation-sao-chep/)
20:30:07	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%22592-5fdd735534980%22	wp-includes/js/wp-util.min.js?ver=6.3-alpha-55905	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-includes/js/wp-util.min1ba4.js	(from san-pham/carnation-sao-chep/)
20:30:09	13892/13892	---M--	200	added ('OK')	application/javascript	etag:%223644-5fde8bf6c8254%22	wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=7.7.2	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min2922.js	(from san-pham/carnation-sao-chep/)
20:30:09	39133/39133	---M--	200	added ('OK')	image/jpeg	etag:%2298dd-5fdeabeea3407%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154504.693-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154504.693-600x713.jpg	(from san-pham/carnation-sao-chep/)
20:30:17	59931/59931	---M--	200	added ('OK')	image/jpeg	etag:%22ea1b-5fdeabed58da4%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317-600x713.jpg	(from san-pham/carnation-sao-chep/)
20:30:18	72715/72715	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:09%20GMT	danh-muc-san-pham/indoor-plants/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/danh-muc-san-pham/indoor-plants/index.html	(from san-pham/carnation-sao-chep/)
20:30:18	87257/87257	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:10%20GMT	san-pham/pine-cone/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/pine-cone/index.html	(from san-pham/carnation-sao-chep/)
20:30:19	76874/76874	---M--	200	added ('OK')	image/jpeg	etag:%2212c4a-5fdeabec1a2ae%22	wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-2023-06-12T154428.317.jpg	(from san-pham/carnation-sao-chep/)
20:30:20	2916/2916	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:30:18%20GMT	wp-json/wp/v2/product/248	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/wp/v2/product/248.json	(from san-pham/chrysanthemum/)
20:30:22	76679/76679	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:17%20GMT	san-pham/kangaroo-paw-fern/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/kangaroo-paw-fern/index.html	(from san-pham/carnation-sao-chep/)
20:30:27	2633/2633	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:30:22%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fchrysanthemum%2F	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embede6bc.json	(from san-pham/chrysanthemum/)
20:30:29	89847/89847	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:18%20GMT	san-pham/carnation-sao-chep/?add-to-cart=56	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/index6fc7.html	(from san-pham/carnation-sao-chep/)
20:30:30	89590/89590	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:19%20GMT	san-pham/carnation-sao-chep/?add-to-cart=250	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/index1270.html	(from san-pham/carnation-sao-chep/)
20:30:31	89396/89396	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:21%20GMT	san-pham/carnation-sao-chep/?add-to-cart=251	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/indexa528.html	(from san-pham/carnation-sao-chep/)
20:30:33	2732/2732	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:30:29%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fchrysanthemum%2F&format=xml	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embedeabb	(from san-pham/chrysanthemum/)
20:30:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jun%202023%2013:30:31%20GMT	?p=248	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/indexcf9a.html	(from san-pham/chrysanthemum/)
20:30:34	790/790	---M--	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	san-pham/chrysanthemum/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/feed/index.html	(from san-pham/chrysanthemum/)
20:30:34	89851/89851	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:27%20GMT	san-pham/carnation-sao-chep/?add-to-cart=247	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/carnation-sao-chep/indexf314.html	(from san-pham/carnation-sao-chep/)
20:30:39	34369/34369	---M--	200	added ('OK')	image/jpeg	etag:%228641-5fdea02740532%22	wp-content/uploads/2023/06/doancuoiki-60-600x403.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-60-600x403.jpg	(from san-pham/chrysanthemum/)
20:30:40	39566/39566	---M--	200	added ('OK')	image/jpeg	etag:%229a8e-5fdea0261ddf3%22	wp-content/uploads/2023/06/doancuoiki-60.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-60.jpg	(from san-pham/chrysanthemum/)
20:30:46	69663/69663	---M--	200	added ('OK')	image/jpeg	etag:%221101f-5fdea046b5c60%22	wp-content/uploads/2023/06/doancuoiki-78-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-78-600x713.jpg	(from san-pham/chrysanthemum/)
20:30:48	87902/87902	---M--	200	added ('OK')	image/jpeg	etag:%221575e-5fdea0454afc8%22	wp-content/uploads/2023/06/doancuoiki-78.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-78.jpg	(from san-pham/chrysanthemum/)
20:30:50	63441/63441	---M--	200	added ('OK')	image/jpeg	etag:%22f7d1-5fdea0452a88c%22	wp-content/uploads/2023/06/doancuoiki-77-600x713.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-77-600x713.jpg	(from san-pham/chrysanthemum/)
20:30:50	71619/71619	---M--	200	added ('OK')	image/jpeg	etag:%22117c3-5fdea043b28f2%22	wp-content/uploads/2023/06/doancuoiki-77.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-77.jpg	(from san-pham/chrysanthemum/)
20:30:51	42686/42686	---M--	200	added ('OK')	image/jpeg	etag:%22a6be-5fde918b76ced%22	wp-content/uploads/2023/06/doancuoiki-34.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-34.jpg	(from san-pham/chrysanthemum/)
20:30:55	76374/76374	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:48%20GMT	san-pham/chrysanthemum/?add-to-cart=225	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/index8ff5.html	(from san-pham/chrysanthemum/)
20:30:59	2863/2863	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:30:55%20GMT	wp-json/wp/v2/product/244	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/wp/v2/product/244.json	(from san-pham/cry-tree/)
20:31:00	76616/76616	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:50%20GMT	san-pham/chrysanthemum/?add-to-cart=242	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/index474e.html	(from san-pham/chrysanthemum/)
20:31:00	76352/76352	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:50%20GMT	san-pham/chrysanthemum/?add-to-cart=198	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/index6f15.html	(from san-pham/chrysanthemum/)
20:31:00	76554/76554	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:30:51%20GMT	san-pham/chrysanthemum/?add-to-cart=249	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/chrysanthemum/indexfaa8.html	(from san-pham/chrysanthemum/)
20:31:00	775/775	---M--	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	san-pham/cry-tree/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/cry-tree/feed/index.html	(from san-pham/cry-tree/)
20:31:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2012%20Jun%202023%2013:31:00%20GMT	?p=244	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/index4978.html	(from san-pham/cry-tree/)
20:31:03	2608/2608	---M--	200	added ('OK')	application/json	date:Mon,%2012%20Jun%202023%2013:31:00%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fcry-tree%2F	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed0729.json	(from san-pham/cry-tree/)
20:31:05	2707/2707	---M--	200	added ('OK')	text/xml	date:Mon,%2012%20Jun%202023%2013:31:03%20GMT	wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fdoancuoiki%2Fsan-pham%2Fcry-tree%2F&format=xml	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-json/oembed/1.0/embed30ce	(from san-pham/cry-tree/)
20:31:07	37410/37410	---M--	200	added ('OK')	image/jpeg	etag:%229222-5fdea052adbca%22	wp-content/uploads/2023/06/doancuoiki-88.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-88.jpg	(from san-pham/cry-tree/)
20:31:08	32685/32685	---M--	200	added ('OK')	image/jpeg	etag:%227fad-5fdea05401778%22	wp-content/uploads/2023/06/doancuoiki-88-600x403.jpg	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/wp-content/uploads/2023/06/doancuoiki-88-600x403.jpg	(from san-pham/cry-tree/)
20:31:15	58973/58973	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:31:06%20GMT	tu-khoa-san-pham/life-style/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/tu-khoa-san-pham/life-style/index.html	(from san-pham/cry-tree/)
20:31:17	75904/75904	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:31:06%20GMT	san-pham/cry-tree/?add-to-cart=243	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/cry-tree/index2b08.html	(from san-pham/cry-tree/)
20:31:18	76025/76025	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:31:07%20GMT	san-pham/cry-tree/?add-to-cart=251	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/cry-tree/indexa528.html	(from san-pham/cry-tree/)
20:31:19	76188/76188	---MC-	200	added ('OK')	text/html	date:Mon,%2012%20Jun%202023%2013:31:08%20GMT	san-pham/cry-tree/?add-to-cart=249	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/cry-tree/indexfaa8.html	(from san-pham/cry-tree/)
20:31:21	775/775	---M--	200	added ('OK')	application/rss+xml	etag:%22fa72b08b08c5bc9d662903f38f1a0594%22	san-pham/daffodil/feed/	C:/Users/Admin/Videos/doancuoiki/localhost/doancuoiki/san-pham/daffodil/feed/index.html	(from san-pham/daffodil/)
